,item,item_code
128679,صورة_ملف_شخصي_جديدة,31053
128702,قائد,33860
128705,حامی_روحانی_ام,21674
128823,سخن_بزرگان,27739
128926,بزم_ادب,17902
128956,ادب_کا_سفر,13078
128989,Pak_Watan_Group,5560
128993,BanAndArrestPTM,922
129020,PTMattackedArmyPost,5529
129045,WeStandWithPakArmy,7756
129094,PakArmyZindabad,5549
129111,کامیابی_کا_سفر,43832
129162,BoycottDollar,1166
129182,Kashmir,4087
129249,Kashmiris,4097
129261,PakArmy,5547
129297,PakistanZindabaad,5583
129312,UnitedForPakistan,7476
129319,بائیکاٹ_ڈالر,16959
129346,بزم_شاعری,17904
129385,پرسپوليس,42284
129732,تبریز,19124
130142,تورک,20229
130189,آذربایجان,11673
130348,باکو,17375
130365,زبان,26864
130425,پانترک,42066
130460,اردبیل,13197
130564,ترکیه,19627
130890,عباس_لسانی,31522
130927,آذری,11688
130977,آزربایجان,11880
131010,ترک,19602
131073,تسلیت,19659
131271,عرب,31692
131404,فارسی,32763
131528,نوروز,39973
132197,ویکی_لیکس,41726
132203,پانترکیسم,42068
132220,گرگ,44939
132249,گیلکی,45270
132270,Turk,7323
132273,WeSupportIRGC,7763
132322,baku,8316
132327,istanbul,9660
132347,urmia,11181
132350,zanjan,11424
132354,آخوندزاده,11620
132367,آلمان,12089
132621,أمريكا,12461
132796,ادبیات,13080
132834,ارومیه,13299
132977,اعتراض,14114
133243,امارات,15496
133418,اورمیه,16322
133447,اویغور,16376
133466,ایرانشهر,16739
133548,ایرانیان,16768
133738,تالشی,19052
133742,تراکتور,19476
133811,تراکتورسازی,19479
133906,تروریست,19571
134212,ترکمن,19613
134241,ترکی,19624
134278,خارجی,22643
134300,خبر_فوری,22823
134368,خراسان,22940
134480,خلیج,23210
134504,دشمن,24257
134685,رئیس_جمهور,25219
134899,روزنامه,26411
134973,روسی,26490
134986,زبان_پارسی,26881
135000,سمنان,28450
135088,سیاست‌,29022
135092,سیلاب,29282
135211,شاعر,29420
135252,عربی,31703
135295,فارس,32756
135500,قاضی_پور,33951
135544,قزاقستان,34175
135559,لر,34933
135642,لری,34959
135652,مازندران,35427
135862,مازنی,35429
135897,محرمانه,35951
135934,مدال,36473
135938,مسکو,37187
135968,من_سپاهی_ام,37881
136039,من_يك_سپاهى_هستم,37942
136060,ناموس,39064
136103,هادی_بهادری,40299
136122,هخامنشی,40414
136134,هلال_احمر,40587
136342,همدان,40680
136516,هموطن,40772
136581,پ_ک_ک,41893
136590,پارسی,41970
136623,پان_ترکیسم,42062
136627,پژاک,42848
136651,چین,43460
136871,کاشان,43749
136955,کانال,43843
136971,کردی,44035
136989,کرمانشاه,44045
137509,کهگیلویه,44453
137521,کورد,44537
137595,ی_پ_گ,45297
137599,بقایی,18038
137719,SaveBaghaei,6430
137727,HungerStrike,3304
137757,savebaghaei,10676
137760,جانم_رضا,20696
137766,مشایی,37230
137871,Dubai,1932
137902,فیلتر_تلگرام,33804
137976,ویران,41678
137988,العراق_يريد,15037
137991,GameofThronesSeason8,2810
138019,استشهاد_الامام_كاظم_الغيظ,13584
138025,الحشد_الشعبي,14784
138062,حسين_مرتضى,22016
138075,مساء_الخير,37026
138095,NIACviolatesFARA,5001
138209,فولاد_اهواز,33714
138439,براندازم,17609
139386,شاهرودی_سقط_شد,29485
139466,اسماعیل_سخن_گفت,13823
139483,بسيجي,17941
139496,بهشت,18380
139584,بیش_باد,18795
139593,تالاسمی,19050
139621,تتلو,19158
139955,تحریم_اسنپ,19258
140188,ترند,19549
140263,تق,19898
140323,جق,20952
140330,حجاب_اجباری,21735
140700,خامنه‌ای,22721
141289,خيابان,23470
141308,روسیاهی,26491
141311,سپاه_عامل_سیل,28891
141472,سپاهي,28916
141477,شاملو,29431
141754,ظریف_چهل_سال_جنایت,31354
141782,عادل_فردوسی‌پور,31411
141967,عشق,31799
142493,على_فروغى,32011
142514,غريب_حويزاوى,32601
142520,فرناز,33275
142523,كارگران,34532
142555,مشت_ما_اسلحه_ما,37232
142639,مناظره,37985
142914,نظام_رفتنی_است,39430
143000,کارمند_گمرک,43641
143027,گات,44751
143300,mr,10033
143302,ربع_پهلوی,25501
143359,مریم_رجوی,36937
143591,STATION,6322
143621,다음주예고,45832
143633,수호,45895
143699,CoverByCHEN,1625
143724,CoverSong,1626
143747,SSFW,6320
143787,XiuweetTime,7979
143815,시우민TMI퀴즈,45906
143828,파자마파티,45996
143841,BBMAs,789
143917,Chanyeol,1457
143960,EXOL,2010
144069,EXOL빌보드투표하자,2018
144094,EXO_CBX,2030
144145,Hanok_Village_Tour,3084
144155,HappyBAEKHYUNDay,3094
144170,Heart4U,3184
144173,MAGICALCIRCUS,4460
144176,VR180,7538
144186,XIUWEETTIME,7967
144199,You,8035
144224,글램핑,45813
144229,달밤에취중토크,45833
144236,마지막영상기록,45849
144246,모든날모든순간,45852
144254,문장맞히기,45854
144261,민석준면궁합,45857
144264,밤편지,45862
144278,볼과볼사이,45876
144285,봄_여름_가을_겨울,45877
144307,세번째코스,45890
144310,스페셜알바,45904
144321,시우민도어려운,45907
144330,시우민의,45909
144340,시우민의스페셜데이,45910
144343,아침운동,45918
144352,오월의어느봄날,45932
144362,이유,45946
144383,잠시만안녕,45952
144393,좋니,45964
144398,축구돌민석,45979
144402,친구들과카페가기,45981
144405,친구들과풋살경기,45982
144409,친구들과함께,45983
144412,필드위의무법자,46002
144416,흥폭발노래방,46012
144421,بهلول,18391
144432,ass,8265
144437,cumslut,8715
144440,followme,9122
144448,retweet,10574
144479,tits,11044
144484,آبادان,11483
144662,احسان_علیخانی,12863
144743,ثامن_الحجج,20521
144806,جام_جهانی_2018,20607
144862,خرمشهر_آب_ندارد,22984
144951,روسها,26483
144959,شعر,29831
145148,فیلم_خوب,33822
145152,ماه,35555
145210,myfirstTweet,10065
145269,Skype,6649
145272,عاشورای۸۸,31455
145328,قرار_عاشقي,34111
145339,خدای_طبس,22904
145372,سيزده_آبان,28813
145376,مرگ_بر_آمريكا,36850
145391,امام_زمان_تسليت,15560
145433,اهواز_تسلیت,16278
145618,حسن_عباسي,21971
145624,دختران_خيابان_انقلاب,23931
145642,رائفي_پور,25242
145651,شفافيت_آراء_نمايندگان,29869
145660,لیبرالیسم_آخوندی,35140
145678,mountains,10028
145688,امید,15747
146021,IRN,3429
146142,TeamMelli,7071
146209,Westworld,7816
146233,اندیشه_سازان,16057
146241,شفاف_سازی,29864
146305,علیرضا_رضایی,32195
146394,فرهاد_میثمی,33300
146614,مايا,35604
146620,IranElection,3622
146634,Khamenei,4130
146718,RezaPahlavi,6158
146879,IranProtest,3643
146960,IranProtests,3645
147333,IranianProtest,3715
147346,IslamicRepublic,3809
147366,FreeIran2018,2590
147518,IranianProtests,3718
147591,MaryamRajavi,4666
147698,تظاهرات_سراسری,19767
148178,رفراندم,25881
148215,قیام_سراسری,34461
148320,GiletsJaunes,2867
148367,Poll,5770
148371,Trump2020Landslide,7279
148378,YellowVests,8011
148408,Ahmadinejad,414
148423,GiletJaune,2864
148431,JZarif,3872
148435,Mojahedin,4839
148442,Neda,5118
148447,Pahlavi,5540
148472,Protest,5853
148497,Rajavi,5992
148510,RestartLeader,6124
148514,Revolution,6152
148524,SecPompeo,6503
148527,Sondage,6689
148530,realDonaldTrump,10495
148553,جلیقه_زرد,20984
148575,نظرسنجی,39465
148951,22Bahman,92
148958,Egypt,2084
149028,Freedom,2675
149078,GiletsJaunesParis,2868
149083,Khomeini,4145
149107,MyTwitterAnniversary,4941
149376,Referendum,6056
149380,Trump,7277
149723,Warsaw,7692
149755,petition,10265
149761,protest,10421
149775,ایرا,16589
149780,رضا_پهلوی,25801
150354,ری_استارت,26696
150501,مجاهدین_خلق,35780
150738,پهلوی,42692
151183,کمپین,44333
151233,رشد,25729
151265,نفرت,39513
151301,بازاریابی,17109
151333,ترجمه,19496
151383,شکست,30525
151438,موفقیت,38506
151510,هکر,40966
151521,کارآفرینی,43578
151575,SoundCloud,6707
151819,np,10147
152036,آمار,12117
152062,ارز_دولتی,13227
152123,استیو_جابز,13698
152141,الکام_استارز,15436
152155,انتظار,15971
152236,اکوسیستم,16522
152263,ایده,16586
152303,بات,17007
152308,تاکسی,19081
152360,تفریحات,19880
152363,جذاب,20804
152379,خانواده,22779
152506,خبر,22813
152672,خرید,23016
152704,خلاق,23174
152718,خلق,23198
152741,خوب,23316
152779,دکتری,24948
152795,رایگان,25476
152865,ریاضیات,26715
152873,شخصیت,29706
152899,شهریار,30183
153110,عبیدزاکانی,31609
153116,فاندوران,32858
153119,فراموش,33046
153139,فرزندان,33166
153165,قرعه‌کشی,34147
153175,قیف,34484
153179,لایک,34867
153208,محتوا,35934
153229,موفق,38504
153248,موقعیت,38510
153256,نظر,39453
153274,همدلی,40688
153331,همسر,40714
153372,هنرمند,40827
153434,ویژه,41719
153463,پابلو_پیکاسو,41906
153466,پدر,42172
153695,پرداخت,42238
153706,پیروز,42928
153717,پیشنهاد,42952
153782,کارآفرینان,43576
153792,کارشناسی_ارشد,43625
153806,کامپیوتر,43830
153828,کتابی,43946
153832,کسب_و_کار,44116
153865,شکوفه_یداللهی,30552
153912,fatf,9048
154150,اژه_ای,16483
154163,بودجه,18458
154419,تشریفات,19678
154423,تصویرنمایه‌جدید,19735
154762,جبرائیلی,20758
154778,خالی,22702
154785,دانشجويان,23748
154813,دانشگاه,23772
155131,زبرجد,26884
155134,سوال_از_رییس‌جمهور,28653
155150,شنود,29992
155169,صهیونیست,31035
155199,علی_عبدالله_صالح,32127
155208,قاضی_زاده_هاشمی,33940
155279,قدس,34084
155438,مجلس_دهم,35841
155444,محمود_صادقي,36349
155471,مسیحیان,37202
155489,پر,42219
155497,پساداعش,42470
155501,کولبری,44574
155561,کوله,44576
155565,گداپروری,44818
155568,culture,8714
155591,education,8907
155631,DNA,1699
155644,Pakistanis,5587
155660,China,1490
155796,Afghan,385
155889,AfghanAtalan,387
155905,Baloch,910
155925,BalochMissingPersons,911
155928,Balochistan,913
155990,British,1214
156020,ICCWorldCup2019,3337
156032,Islamic,3800
156062,London,4410
156161,Muslims,4922
156200,PakistanArmy,5565
156253,Pakistani,5586
156314,TommyRobinson,7229
156323,UK,7389
156439,Uyghur,7516
156442,Xinjiang,7977
156452,afghan,8145
156467,taliban,10964
156475,چهارشنبه‌_های_سفید,43283
156480,قطر_تحرض_السعوديات_عالهروب,34230
156489,NewZealandTerroristAttack,5172
156524,السعودية,14893
156871,موكب6ابريل,38512
156875,ChristChurch,1511
156885,Christchurch,1515
156943,Dr,1918
156952,اعتصام_القياد_العامه,14241
156957,اعتصام_القيادة_العامة,14242
156973,الإمارات,14555
157070,الإيغور,14568
157073,الاخونجية,14593
157076,الاعلام,14602
157080,الخنزيرة,14822
157088,السودان,14940
157182,السودان_ترفض_استقبال_قطر,14942
157185,تسقط_بس,19653
157198,حقوق_المرأة,22235
157201,غزة,32608
157269,قناة_الجزيرة,34332
157292,لم_تسقط_بعد,35018
157302,مدن__السودان_تنتفض,36511
157305,مصر,37325
157492,نيوزيلندا,40097
157529,هلكوني,40601
157536,وسيم_يوسف,41421
157542,صبح_بخیر_زندگی,30783
157569,صبح_بخیر,30782
157660,followback,9119
157664,اوقاف_تبریز,16341
157668,بانوی_عمارت,17314
157707,بعثت_انقلاب,18006
158034,ابراهیم_حاتمی_کیا,12558
158071,حاتمی_کیا,21554
158189,سیدامامی,29132
158229,شوخی_نیست,30380
158232,عابدان_کهنز,31383
158240,لاتاری,34780
158324,مولوی,38529
158450,یک_عاشقانه_آرام,45631
158456,22بهمن_تماشایی,98
158498,آرش_ظلی_پور,11742
158539,آقازاده,12015
158702,اعتراف,14154
158785,انکار,16224
158794,بازار_تبریز,17091
158839,بحران_مدیریت,17443
158864,برادران_لاریجانی,17575
158872,برچسب,17848
158879,بسیج_مستضعفین,17958
158889,به_وقت_شام,18268
158989,بودجه_دفاعی,18463
159052,ترسوها,19512
159058,تغییر_نگرش,19846
159061,تیراختور,20475
159087,حسن_باقری,21940
159121,خدا_قوت_پهلوان,22880
159125,خداقوت,22895
159136,خندوانه,23263
159275,داماد_روحانی,23692
159298,دانشگاه_امام_صادق,23781
159305,دختر_خیابان_انقلاب,23907
159460,دریاچه_ارومیه,24154
159575,دل_شکسته,24346
159579,دلبسته,24414
159582,دوقطبی,24713
159595,رحیم_پور_ازغدی,25564
159699,ردخون,25582
159734,رضا_رحمانی,25764
159737,رفیق‌دوست,25923
159759,رهبر_انقلاب,26013
159934,زلزله_کرمانشاه,26951
160156,سازندگی,27446
160196,سانسور_رهبری,27592
160209,سانچی,27597
160432,سردار_آزمون,27856
160544,سعید_امامی,28103
160570,سیل_آذربایجان,29235
160573,شورای_عالی_انقلاب_فرهنگی,30424
160594,شیفت_شب,30659
160727,صائب_تبریزی,30688
160871,ظريف,31333
161269,علی_صبوری,32110
161272,غیرتلی_تبریز,32703
161289,فجر_فاطمی,32945
161332,فراستی,33033
161389,قانون,33977
161694,لیست_امید,35158
161858,ماه_پیشونی,35569
161862,مجمع_تشخیص_مصلحت_نظام,35863
161949,محبوب_من,35926
161959,مردی_و_کاری,36752
161962,مرسی_که_هستی,36777
161967,مرگ_بر_فرانسه,36890
161971,مست,37047
161981,مستضعف,37056
161994,مسعود_فراستی,37121
162010,ممحض,37802
162013,مهدی_هاشمی,38245
162128,مژگان_بوربور,38619
162139,میر_حسین_موسوی,38729
162179,نجفی,39198
162713,هواوي,40863
162721,هوروش_بند,40896
162725,هیتلر,40990
162784,وابسته,41031
162806,وقاحت,41503
162928,پاداش_میلیاردی,41918
162931,پروانه_سلحشوری,42362
163069,پزشکیان,42462
163105,چرتکه,43154
163110,چهل_سال_سازندگی,43354
163479,کی‌نژاد,44744
163564,MobileSecurity,4820
163568,AWS,335
163571,AndroidSecurity,531
163575,Azure,764
163582,GitHub,2878
163586,IoT,3604
163616,infosec,9538
163624,pentest,10243
163627,wordpress,11365
163632,هوش_مصنوعی,40899
163659,کپچا,44650
163662,فاطمه_بهمنی,32807
163665,فقر,33555
164014,محمد_کرد,36199
164017,کانون_نویسندگان_ایران,43866
164036,1May,68
164058,FreeAssange,2560
164064,آبه_شینزو,11502
164076,آتنادائمی,11568
164086,آرامش,11702
164195,آموزش_و_پرورش,12178
164266,آیت_الله_بی_بی_سی,12358
164376,اختصاصی,13013
164456,بختگان,17461
164465,بکتاش_آبتین,18625
164483,بیزپند,18780
164499,تحصن_سراسری_معلمان,19317
164670,جنایت,21126
164736,جنگل,21270
164814,حقیقت,22300
164937,خرمشهر,22983
165497,خیزش,23523
165512,دانشجوهاي_علوم_تحقيقات,23746
165528,دشمنان,24269
165561,دوستان,24686
165593,دین_ستیز,25047
165606,دیکتاتور_در_آتش,25114
165705,دی‌ماه۹۶,25139
165709,رسول_بداقی,25678
165726,رشت,25696
166022,رضا_خندان_مهابادی,25762
166035,رفاه,25870
166082,رفقا,25910
166090,روز_جهانی_زن,26261
166317,روز_معلم,26340
166429,روزمعلم,26409
166449,زندان,27074
166704,سال_نو,27508
166771,ستار_بهشتی,27680
166965,شاخص_فلاکت,29372
166991,شکنجه,30540
167349,طراحی_سوخته,31198
167554,غارت‌شدگان,32529
167572,غزه,32617
167738,محمد_حبیبی,36091
167848,مرگ_بر_دیکتاتور,36879
167981,معلم,37517
168267,معمولان,37559
168548,مقدسات,37666
168567,مهاجرت,38163
168703,نان_کار_آزادی,39071
168715,ناکامی,39115
168719,نظارت,39415
168748,نیشتمان_حسین_پناهی,40211
168755,چهارشنبه‌_سوری,43282
168812,چهارمحال_و_بختیاری,43297
168842,کردستان,44022
169130,کنترل,44394
169138,کودتای_اقتصادی,44484
169152,کیوان_باژن,44725
169169,گوهر_عشقی,45217
169265,Digital,1833
